,particulars,posting_date,cost_center,voucher_type,debit,credit,net_balance,Category
539,Exposure margin blocked for NSE F&O,2023-11-16,NSE-F&O - Z,Delivery Voucher,257786.1,0.0,2019071.370284,Trades
540,Span margin reversed for NSE F&O,2023-11-17,NSE-F&O - Z,Delivery Voucher,0.0,256745.5,2275816.870284,Trades
541,Exposure margin reversed for NSE F&O,2023-11-17,NSE-F&O - Z,Delivery Voucher,0.0,257786.1,2533602.970284,Trades
542,Net obligation for Equity F&O,2023-11-17,NSE-F&O - Z,Book Voucher,0.0,52804.851317,2586407.821601,Trades
543,Net obligation for Equity F&O,2023-11-20,NSE-F&O - Z,Book Voucher,27083.638106,0.0,2559324.183495,Trades
544,Span margin blocked for NSE F&O,2023-11-20,NSE-F&O - Z,Delivery Voucher,221011.0,0.0,2338313.183495,Trades
545,Exposure margin blocked for NSE F&O,2023-11-20,NSE-F&O - Z,Delivery Voucher,276516.8,0.0,2061796.383495,Trades
546,Span margin reversed for NSE F&O,2023-11-21,NSE-F&O - Z,Delivery Voucher,0.0,221011.0,2282807.383495,Trades
547,Exposure margin reversed for NSE F&O,2023-11-21,NSE-F&O - Z,Delivery Voucher,0.0,276516.8,2559324.183495,Trades
548,Net obligation for Equity F&O,2023-11-21,NSE-F&O - Z,Book Voucher,0.0,20928.61834,2580252.801835,Trades
549,Span margin blocked for NSE F&O,2023-11-21,NSE-F&O - Z,Delivery Voucher,221416.0,0.0,2358836.801835,Trades
550,Exposure margin blocked for NSE F&O,2023-11-21,NSE-F&O - Z,Delivery Voucher,277778.2,0.0,2081058.601835,Trades
551,Span margin reversed for NSE F&O,2023-11-22,NSE-F&O - Z,Delivery Voucher,0.0,221416.0,2302474.601835,Trades
552,Exposure margin reversed for NSE F&O,2023-11-22,NSE-F&O - Z,Delivery Voucher,0.0,277778.2,2580252.801835,Trades
553,Net obligation for Equity F&O,2023-11-22,NSE-F&O - Z,Book Voucher,43852.398043,0.0,2536400.403792,Trades
554,Span margin blocked for NSE F&O,2023-11-22,NSE-F&O - Z,Delivery Voucher,199079.0,0.0,2337321.403792,Trades
555,Exposure margin blocked for NSE F&O,2023-11-22,NSE-F&O - Z,Delivery Voucher,278377.4,0.0,2058944.003792,Trades
556,Span margin reversed for NSE F&O,2023-11-23,NSE-F&O - Z,Delivery Voucher,0.0,199079.0,2258023.003792,Trades
557,Exposure margin reversed for NSE F&O,2023-11-23,NSE-F&O - Z,Delivery Voucher,0.0,278377.4,2536400.403792,Trades
558,Net obligation for Equity F&O,2023-11-23,NSE-F&O - Z,Book Voucher,9750.793583,0.0,2526649.610209,Trades
559,Span margin blocked for NSE F&O,2023-11-23,NSE-F&O - Z,Delivery Voucher,291498.5,0.0,2235151.110209,Trades
560,Exposure margin blocked for NSE F&O,2023-11-23,NSE-F&O - Z,Delivery Voucher,291237.94,0.0,1943913.170209,Trades
562,Span margin reversed for NSE F&O,2023-11-24,NSE-F&O - Z,Delivery Voucher,0.0,291498.5,2235352.670209,Trades
563,Exposure margin reversed for NSE F&O,2023-11-24,NSE-F&O - Z,Delivery Voucher,0.0,291237.94,2526590.610209,Trades
564,Net obligation for Equity F&O,2023-11-24,NSE-F&O - Z,Book Voucher,0.0,53506.358402,2580096.968611,Trades
565,Span margin blocked for NSE F&O,2023-11-24,NSE-F&O - Z,Delivery Voucher,134153.0,0.0,2445943.968611,Trades
566,Exposure margin blocked for NSE F&O,2023-11-24,NSE-F&O - Z,Delivery Voucher,32926.69,0.0,2413017.278611,Trades
567,Span margin reversed for NSE F&O,2023-11-28,NSE-F&O - Z,Delivery Voucher,0.0,134153.0,2547170.278611,Trades
568,Exposure margin reversed for NSE F&O,2023-11-28,NSE-F&O - Z,Delivery Voucher,0.0,32926.69,2580096.968611,Trades
569,Net obligation for Equity F&O,2023-11-28,NSE-F&O - Z,Book Voucher,0.0,56548.223171,2636645.191782,Trades
570,Span margin blocked for NSE F&O,2023-11-28,NSE-F&O - Z,Delivery Voucher,116466.0,0.0,2520179.191782,Trades
571,Exposure margin blocked for NSE F&O,2023-11-28,NSE-F&O - Z,Delivery Voucher,279113.8,0.0,2241065.391782,Trades
572,Net settlement for Equity with settlement number: 2023224,2023-11-28,NSE-EQ - Z,Book Voucher,37082.019597,0.0,2203983.372185,Trades
573,Span margin reversed for NSE F&O,2023-11-29,NSE-F&O - Z,Delivery Voucher,0.0,116466.0,2320449.372185,Trades
574,Exposure margin reversed for NSE F&O,2023-11-29,NSE-F&O - Z,Delivery Voucher,0.0,279113.8,2599563.172185,Trades
575,Net settlement for Equity with settlement number: 2023225,2023-11-29,NSE-EQ - Z,Book Voucher,32168.319812,0.0,2567394.852373,Trades
576,Net obligation for Equity F&O,2023-11-29,NSE-F&O - Z,Book Voucher,0.0,264394.89509,2831789.747463,Trades
577,Span margin blocked for NSE F&O,2023-11-29,NSE-F&O - Z,Delivery Voucher,261458.0,0.0,2570331.747463,Trades
578,Exposure margin blocked for NSE F&O,2023-11-29,NSE-F&O - Z,Delivery Voucher,311956.14,0.0,2258375.607463,Trades
579,Span margin reversed for NSE F&O,2023-11-30,NSE-F&O - Z,Delivery Voucher,0.0,261458.0,2519833.607463,Trades
580,Exposure margin reversed for NSE F&O,2023-11-30,NSE-F&O - Z,Delivery Voucher,0.0,311956.14,2831789.747463,Trades
581,Net obligation for Equity F&O,2023-11-30,NSE-F&O - Z,Book Voucher,97576.449362,0.0,2734213.298101,Trades
582,Span margin blocked for NSE F&O,2023-11-30,NSE-F&O - Z,Delivery Voucher,153851.0,0.0,2580362.298101,Trades
583,Exposure margin blocked for NSE F&O,2023-11-30,NSE-F&O - Z,Delivery Voucher,30393.3,0.0,2549968.998101,Trades
584,Net settlement for Equity with settlement number: 2023227,2023-12-01,NSE-EQ - Z,Book Voucher,32702.741527,0.0,2517266.256574,Trades
585,Span margin reversed for NSE F&O,2023-12-01,NSE-F&O - Z,Delivery Voucher,0.0,153851.0,2671117.256574,Trades
586,Exposure margin reversed for NSE F&O,2023-12-01,NSE-F&O - Z,Delivery Voucher,0.0,30393.3,2701510.556574,Trades
587,Net obligation for Equity F&O,2023-12-01,NSE-F&O - Z,Book Voucher,14.963839,0.0,2701495.592735,Trades
588,Span margin blocked for NSE F&O,2023-12-01,NSE-F&O - Z,Delivery Voucher,152264.0,0.0,2549231.592735,Trades
589,Exposure margin blocked for NSE F&O,2023-12-01,NSE-F&O - Z,Delivery Voucher,30160.73,0.0,2519070.862735,Trades
592,Span margin reversed for NSE F&O,2023-12-04,NSE-F&O - Z,Delivery Voucher,0.0,152264.0,2667334.863335,Trades
593,Exposure margin reversed for NSE F&O,2023-12-04,NSE-F&O - Z,Delivery Voucher,0.0,30160.73,2697495.593335,Trades
594,Net obligation for Equity F&O,2023-12-04,NSE-F&O - Z,Book Voucher,98838.01706,0.0,2598657.576275,Trades
595,Span margin blocked for NSE F&O,2023-12-04,NSE-F&O - Z,Delivery Voucher,393069.5,0.0,2205588.076275,Trades
596,Exposure margin blocked for NSE F&O,2023-12-04,NSE-F&O - Z,Delivery Voucher,341971.24,0.0,1863616.836275,Trades
597,Span margin reversed for NSE F&O,2023-12-05,NSE-F&O - Z,Delivery Voucher,0.0,393069.5,2256686.336275,Trades
598,Exposure margin reversed for NSE F&O,2023-12-05,NSE-F&O - Z,Delivery Voucher,0.0,341971.24,2598657.576275,Trades
599,Net obligation for Equity F&O,2023-12-05,NSE-F&O - Z,Book Voucher,0.0,31635.467618,2630293.043893,Trades
600,Span margin blocked for NSE F&O,2023-12-05,NSE-F&O - Z,Delivery Voucher,234133.0,0.0,2396160.043893,Trades
601,Exposure margin blocked for NSE F&O,2023-12-05,NSE-F&O - Z,Delivery Voucher,293196.4,0.0,2102963.643893,Trades
602,Span margin reversed for NSE F&O,2023-12-06,NSE-F&O - Z,Delivery Voucher,0.0,234133.0,2337096.643893,Trades
603,Exposure margin reversed for NSE F&O,2023-12-06,NSE-F&O - Z,Delivery Voucher,0.0,293196.4,2630293.043893,Trades
604,Net obligation for Equity F&O,2023-12-06,NSE-F&O - Z,Book Voucher,0.0,10792.761121,2641085.805014,Trades
605,Span margin blocked for NSE F&O,2023-12-06,NSE-F&O - Z,Delivery Voucher,219111.0,0.0,2421974.805014,Trades
606,Exposure margin blocked for NSE F&O,2023-12-06,NSE-F&O - Z,Delivery Voucher,294550.2,0.0,2127424.605014,Trades
607,Span margin reversed for NSE F&O,2023-12-07,NSE-F&O - Z,Delivery Voucher,0.0,219111.0,2346535.605014,Trades
608,Exposure margin reversed for NSE F&O,2023-12-07,NSE-F&O - Z,Delivery Voucher,0.0,294550.2,2641085.805014,Trades
609,Net obligation for Equity F&O,2023-12-07,NSE-F&O - Z,Book Voucher,14194.430112,0.0,2626891.374902,Trades
610,Span margin blocked for NSE F&O,2023-12-07,NSE-F&O - Z,Delivery Voucher,229718.0,0.0,2397173.374902,Trades
611,Exposure margin blocked for NSE F&O,2023-12-07,NSE-F&O - Z,Delivery Voucher,294431.2,0.0,2102742.174902,Trades
612,Span margin reversed for NSE F&O,2023-12-08,NSE-F&O - Z,Delivery Voucher,0.0,229718.0,2332460.174902,Trades
613,Exposure margin reversed for NSE F&O,2023-12-08,NSE-F&O - Z,Delivery Voucher,0.0,294431.2,2626891.374902,Trades
614,Net obligation for Equity F&O,2023-12-08,NSE-F&O - Z,Book Voucher,0.0,38349.772343,2665241.147245,Trades
615,Net obligation for Equity F&O,2023-12-11,NSE-F&O - Z,Book Voucher,0.0,10150.942912,2675392.090157,Trades
616,Span margin blocked for NSE F&O,2023-12-11,NSE-F&O - Z,Delivery Voucher,241324.0,0.0,2434068.090157,Trades
617,Exposure margin blocked for NSE F&O,2023-12-11,NSE-F&O - Z,Delivery Voucher,295182.3,0.0,2138885.790157,Trades
618,Span margin reversed for NSE F&O,2023-12-12,NSE-F&O - Z,Delivery Voucher,0.0,241324.0,2380209.790157,Trades
619,Exposure margin reversed for NSE F&O,2023-12-12,NSE-F&O - Z,Delivery Voucher,0.0,295182.3,2675392.090157,Trades
620,Net obligation for Equity F&O,2023-12-12,NSE-F&O - Z,Book Voucher,65666.267899,0.0,2609725.822258,Trades
621,Span margin blocked for NSE F&O,2023-12-12,NSE-F&O - Z,Delivery Voucher,226633.5,0.0,2383092.322258,Trades
622,Exposure margin blocked for NSE F&O,2023-12-12,NSE-F&O - Z,Delivery Voucher,315344.25,0.0,2067748.072258,Trades
623,Span margin reversed for NSE F&O,2023-12-13,NSE-F&O - Z,Delivery Voucher,0.0,226633.5,2294381.572258,Trades
624,Exposure margin reversed for NSE F&O,2023-12-13,NSE-F&O - Z,Delivery Voucher,0.0,315344.25,2609725.822258,Trades
625,Net obligation for Equity F&O,2023-12-13,NSE-F&O - Z,Book Voucher,0.0,52903.58539,2662629.407648,Trades
626,Span margin blocked for NSE F&O,2023-12-13,NSE-F&O - Z,Delivery Voucher,202563.0,0.0,2460066.407648,Trades
627,Exposure margin blocked for NSE F&O,2023-12-13,NSE-F&O - Z,Delivery Voucher,294475.3,0.0,2165591.107648,Trades
628,Span margin reversed for NSE F&O,2023-12-14,NSE-F&O - Z,Delivery Voucher,0.0,202563.0,2368154.107648,Trades
629,Exposure margin reversed for NSE F&O,2023-12-14,NSE-F&O - Z,Delivery Voucher,0.0,294475.3,2662629.407648,Trades
630,Net obligation for Equity F&O,2023-12-14,NSE-F&O - Z,Book Voucher,81390.111473,0.0,2581239.296175,Trades
631,Span margin blocked for NSE F&O,2023-12-14,NSE-F&O - Z,Delivery Voucher,323149.5,0.0,2258089.796175,Trades
632,Exposure margin blocked for NSE F&O,2023-12-14,NSE-F&O - Z,Delivery Voucher,319914.75,0.0,1938175.046175,Trades
633,Span margin reversed for NSE F&O,2023-12-15,NSE-F&O - Z,Delivery Voucher,0.0,323149.5,2261324.546175,Trades
634,Exposure margin reversed for NSE F&O,2023-12-15,NSE-F&O - Z,Delivery Voucher,0.0,319914.75,2581239.296175,Trades
635,Net obligation for Equity F&O,2023-12-15,NSE-F&O - Z,Book Voucher,0.0,18964.038007,2600203.334182,Trades
636,Net obligation for Equity F&O,2023-12-18,NSE-F&O - Z,Book Voucher,58114.284096,0.0,2542089.050086,Trades
637,Span margin blocked for NSE F&O,2023-12-18,NSE-F&O - Z,Delivery Voucher,244783.0,0.0,2297306.050086,Trades
638,Exposure margin blocked for NSE F&O,2023-12-18,NSE-F&O - Z,Delivery Voucher,300681.5,0.0,1996624.550086,Trades
639,Span margin reversed for NSE F&O,2023-12-19,NSE-F&O - Z,Delivery Voucher,0.0,244783.0,2241407.550086,Trades
640,Exposure margin reversed for NSE F&O,2023-12-19,NSE-F&O - Z,Delivery Voucher,0.0,300681.5,2542089.050086,Trades
641,Net obligation for Equity F&O,2023-12-19,NSE-F&O - Z,Book Voucher,0.0,77303.288443,2619392.338529,Trades
642,Span margin blocked for NSE F&O,2023-12-19,NSE-F&O - Z,Delivery Voucher,226115.0,0.0,2393277.338529,Trades
643,Exposure margin blocked for NSE F&O,2023-12-19,NSE-F&O - Z,Delivery Voucher,301388.5,0.0,2091888.838529,Trades
644,Span margin reversed for NSE F&O,2023-12-20,NSE-F&O - Z,Delivery Voucher,0.0,226115.0,2318003.838529,Trades
645,Exposure margin reversed for NSE F&O,2023-12-20,NSE-F&O - Z,Delivery Voucher,0.0,301388.5,2619392.338529,Trades
646,Net obligation for Equity F&O,2023-12-20,NSE-F&O - Z,Book Voucher,79159.467491,0.0,2540232.871038,Trades
647,Span margin blocked for NSE F&O,2023-12-20,NSE-F&O - Z,Delivery Voucher,212459.0,0.0,2327773.871038,Trades
648,Exposure margin blocked for NSE F&O,2023-12-20,NSE-F&O - Z,Delivery Voucher,297038.7,0.0,2030735.171038,Trades
649,Span margin reversed for NSE F&O,2023-12-21,NSE-F&O - Z,Delivery Voucher,0.0,212459.0,2243194.171038,Trades
650,Exposure margin reversed for NSE F&O,2023-12-21,NSE-F&O - Z,Delivery Voucher,0.0,297038.7,2540232.871038,Trades
651,Net obligation for Equity F&O,2023-12-21,NSE-F&O - Z,Book Voucher,68886.474682,0.0,2471346.396356,Trades
652,Span margin blocked for NSE F&O,2023-12-21,NSE-F&O - Z,Delivery Voucher,156947.0,0.0,2314399.396356,Trades
653,Exposure margin blocked for NSE F&O,2023-12-21,NSE-F&O - Z,Delivery Voucher,298905.6,0.0,2015493.796356,Trades
654,Span margin reversed for NSE F&O,2023-12-22,NSE-F&O - Z,Delivery Voucher,0.0,156947.0,2172440.796356,Trades
655,Exposure margin reversed for NSE F&O,2023-12-22,NSE-F&O - Z,Delivery Voucher,0.0,298905.6,2471346.396356,Trades
656,Net obligation for Equity F&O,2023-12-22,NSE-F&O - Z,Book Voucher,0.0,56535.865347,2527882.261703,Trades
657,Net obligation for Equity F&O,2023-12-26,NSE-F&O - Z,Book Voucher,0.0,9543.524503,2537425.786206,Trades
658,Span margin blocked for NSE F&O,2023-12-26,NSE-F&O - Z,Delivery Voucher,105420.0,0.0,2432005.786206,Trades
659,Exposure margin blocked for NSE F&O,2023-12-26,NSE-F&O - Z,Delivery Voucher,300612.2,0.0,2131393.586206,Trades
660,Span margin reversed for NSE F&O,2023-12-27,NSE-F&O - Z,Delivery Voucher,0.0,105420.0,2236813.586206,Trades
661,Exposure margin reversed for NSE F&O,2023-12-27,NSE-F&O - Z,Delivery Voucher,0.0,300612.2,2537425.786206,Trades
662,Net obligation for Equity F&O,2023-12-27,NSE-F&O - Z,Book Voucher,0.0,47984.211208,2585409.997414,Trades
663,Span margin blocked for NSE F&O,2023-12-27,NSE-F&O - Z,Delivery Voucher,109249.0,0.0,2476160.997414,Trades
664,Exposure margin blocked for NSE F&O,2023-12-27,NSE-F&O - Z,Delivery Voucher,303545.2,0.0,2172615.797414,Trades
665,Span margin reversed for NSE F&O,2023-12-28,NSE-F&O - Z,Delivery Voucher,0.0,109249.0,2281864.797414,Trades
666,Exposure margin reversed for NSE F&O,2023-12-28,NSE-F&O - Z,Delivery Voucher,0.0,303545.2,2585409.997414,Trades
667,Net obligation for Equity F&O,2023-12-28,NSE-F&O - Z,Book Voucher,6728.438459,0.0,2578681.558955,Trades
668,Span margin blocked for NSE F&O,2023-12-28,NSE-F&O - Z,Delivery Voucher,254904.0,0.0,2323777.558955,Trades
669,Exposure margin blocked for NSE F&O,2023-12-28,NSE-F&O - Z,Delivery Voucher,307192.2,0.0,2016585.358955,Trades
670,Span margin reversed for NSE F&O,2023-12-29,NSE-F&O - Z,Delivery Voucher,0.0,254904.0,2271489.358955,Trades
671,Exposure margin reversed for NSE F&O,2023-12-29,NSE-F&O - Z,Delivery Voucher,0.0,307192.2,2578681.558955,Trades
672,Net obligation for Equity F&O,2023-12-29,NSE-F&O - Z,Book Voucher,0.0,23396.124739,2602077.683694,Trades
674,Net obligation for Equity F&O,2024-01-01,NSE-F&O - Z,Book Voucher,0.0,33080.716746,2635069.90044,Trades
675,Span margin blocked for NSE F&O,2024-01-01,NSE-F&O - Z,Delivery Voucher,269765.0,0.0,2365304.90044,Trades
676,Exposure margin blocked for NSE F&O,2024-01-01,NSE-F&O - Z,Delivery Voucher,306444.6,0.0,2058860.30044,Trades
677,Span margin reversed for NSE F&O,2024-01-02,NSE-F&O - Z,Delivery Voucher,0.0,269765.0,2328625.30044,Trades
678,Exposure margin reversed for NSE F&O,2024-01-02,NSE-F&O - Z,Delivery Voucher,0.0,306444.6,2635069.90044,Trades
679,Net obligation for Equity F&O,2024-01-02,NSE-F&O - Z,Book Voucher,137713.769757,0.0,2497356.130683,Trades
680,Span margin blocked for NSE F&O,2024-01-02,NSE-F&O - Z,Delivery Voucher,220985.0,0.0,2276371.130683,Trades
681,Exposure margin blocked for NSE F&O,2024-01-02,NSE-F&O - Z,Delivery Voucher,304594.5,0.0,1971776.630683,Trades
682,Span margin reversed for NSE F&O,2024-01-03,NSE-F&O - Z,Delivery Voucher,0.0,220985.0,2192761.630683,Trades
683,Exposure margin reversed for NSE F&O,2024-01-03,NSE-F&O - Z,Delivery Voucher,0.0,304594.5,2497356.130683,Trades
684,Net obligation for Equity F&O,2024-01-03,NSE-F&O - Z,Book Voucher,0.0,54806.732226,2552162.862909,Trades
685,Span margin blocked for NSE F&O,2024-01-03,NSE-F&O - Z,Delivery Voucher,211384.0,0.0,2340778.862909,Trades
686,Exposure margin blocked for NSE F&O,2024-01-03,NSE-F&O - Z,Delivery Voucher,302400.0,0.0,2038378.862909,Trades
689,Span margin reversed for NSE F&O,2024-01-04,NSE-F&O - Z,Delivery Voucher,0.0,211384.0,2245762.863509,Trades
690,Exposure margin reversed for NSE F&O,2024-01-04,NSE-F&O - Z,Delivery Voucher,0.0,302400.0,2548162.863509,Trades
691,Net obligation for Equity F&O,2024-01-04,NSE-F&O - Z,Book Voucher,67625.658807,0.0,2480537.204702,Trades
692,Span margin blocked for NSE F&O,2024-01-04,NSE-F&O - Z,Delivery Voucher,285982.0,0.0,2194555.204702,Trades
693,Exposure margin blocked for NSE F&O,2024-01-04,NSE-F&O - Z,Delivery Voucher,305003.3,0.0,1889551.904702,Trades
694,Span margin reversed for NSE F&O,2024-01-05,NSE-F&O - Z,Delivery Voucher,0.0,285982.0,2175533.904702,Trades
695,Exposure margin reversed for NSE F&O,2024-01-05,NSE-F&O - Z,Delivery Voucher,0.0,305003.3,2480537.204702,Trades
696,Net obligation for Equity F&O,2024-01-05,NSE-F&O - Z,Book Voucher,0.0,111884.368726,2592421.573428,Trades
702,Net obligation for Equity F&O,2024-01-08,NSE-F&O - Z,Book Voucher,0.0,8012.947134,1109876.080562,Trades
703,Span margin blocked for NSE F&O,2024-01-08,NSE-F&O - Z,Delivery Voucher,248624.0,0.0,861252.080562,Trades
704,Exposure margin blocked for NSE F&O,2024-01-08,NSE-F&O - Z,Delivery Voucher,302113.7,0.0,559138.380562,Trades
709,Span margin reversed for NSE F&O,2024-01-09,NSE-F&O - Z,Delivery Voucher,0.0,248624.0,1806741.140562,Trades
710,Exposure margin reversed for NSE F&O,2024-01-09,NSE-F&O - Z,Delivery Voucher,0.0,302113.7,2108854.840562,Trades
711,Net obligation for Equity F&O,2024-01-09,NSE-F&O - Z,Book Voucher,0.0,161141.724061,2269996.564623,Trades
712,Span margin blocked for NSE F&O,2024-01-09,NSE-F&O - Z,Delivery Voucher,229419.0,0.0,2040577.564623,Trades
713,Exposure margin blocked for NSE F&O,2024-01-09,NSE-F&O - Z,Delivery Voucher,302635.9,0.0,1737941.664623,Trades
716,Span margin reversed for NSE F&O,2024-01-10,NSE-F&O - Z,Delivery Voucher,0.0,229419.0,2467350.044623,Trades
717,Exposure margin reversed for NSE F&O,2024-01-10,NSE-F&O - Z,Delivery Voucher,0.0,302635.9,2769985.944623,Trades
718,Net obligation for Equity F&O,2024-01-10,NSE-F&O - Z,Book Voucher,23732.634513,0.0,2746253.31011,Trades
719,Span margin blocked for NSE F&O,2024-01-10,NSE-F&O - Z,Delivery Voucher,238546.0,0.0,2507707.31011,Trades
720,Exposure margin blocked for NSE F&O,2024-01-10,NSE-F&O - Z,Delivery Voucher,303927.4,0.0,2203779.91011,Trades
721,Span margin reversed for NSE F&O,2024-01-11,NSE-F&O - Z,Delivery Voucher,0.0,238546.0,2442325.91011,Trades
722,Exposure margin reversed for NSE F&O,2024-01-11,NSE-F&O - Z,Delivery Voucher,0.0,303927.4,2746253.31011,Trades
723,Net obligation for Equity F&O,2024-01-11,NSE-F&O - Z,Book Voucher,25421.817982,0.0,2720831.492128,Trades
724,Span margin blocked for NSE F&O,2024-01-11,NSE-F&O - Z,Delivery Voucher,260747.0,0.0,2460084.492128,Trades
725,Exposure margin blocked for NSE F&O,2024-01-11,NSE-F&O - Z,Delivery Voucher,303498.3,0.0,2156586.192128,Trades
726,Span margin reversed for NSE F&O,2024-01-12,NSE-F&O - Z,Delivery Voucher,0.0,260747.0,2417333.192128,Trades
727,Exposure margin reversed for NSE F&O,2024-01-12,NSE-F&O - Z,Delivery Voucher,0.0,303498.3,2720831.492128,Trades
728,Net obligation for Equity F&O,2024-01-12,NSE-F&O - Z,Book Voucher,49788.620439,0.0,2671042.871689,Trades
729,Net obligation for Equity F&O,2024-01-15,NSE-F&O - Z,Book Voucher,106460.302659,0.0,2564582.56903,Trades
730,Span margin blocked for NSE F&O,2024-01-15,NSE-F&O - Z,Delivery Voucher,249085.0,0.0,2315497.56903,Trades
731,Exposure margin blocked for NSE F&O,2024-01-15,NSE-F&O - Z,Delivery Voucher,331999.5,0.0,1983498.06903,Trades
732,Span margin reversed for NSE F&O,2024-01-16,NSE-F&O - Z,Delivery Voucher,0.0,249085.0,2232583.06903,Trades
733,Exposure margin reversed for NSE F&O,2024-01-16,NSE-F&O - Z,Delivery Voucher,0.0,331999.5,2564582.56903,Trades
734,Net obligation for Equity F&O,2024-01-16,NSE-F&O - Z,Book Voucher,0.0,19088.273085,2583670.842115,Trades
735,Span margin blocked for NSE F&O,2024-01-16,NSE-F&O - Z,Delivery Voucher,236359.0,0.0,2347311.842115,Trades
736,Exposure margin blocked for NSE F&O,2024-01-16,NSE-F&O - Z,Delivery Voucher,308413.0,0.0,2038898.842115,Trades
737,Span margin reversed for NSE F&O,2024-01-17,NSE-F&O - Z,Delivery Voucher,0.0,236359.0,2275257.842115,Trades
738,Exposure margin reversed for NSE F&O,2024-01-17,NSE-F&O - Z,Delivery Voucher,0.0,308413.0,2583670.842115,Trades
739,Net obligation for Equity F&O,2024-01-17,NSE-F&O - Z,Book Voucher,0.0,94393.328518,2678064.170633,Trades
740,Span margin blocked for NSE F&O,2024-01-17,NSE-F&O - Z,Delivery Voucher,223597.0,0.0,2454467.170633,Trades
741,Exposure margin blocked for NSE F&O,2024-01-17,NSE-F&O - Z,Delivery Voucher,302253.7,0.0,2152213.470633,Trades
742,Span margin reversed for NSE F&O,2024-01-18,NSE-F&O - Z,Delivery Voucher,0.0,223597.0,2375810.470633,Trades
743,Exposure margin reversed for NSE F&O,2024-01-18,NSE-F&O - Z,Delivery Voucher,0.0,302253.7,2678064.170633,Trades
744,Net obligation for Equity F&O,2024-01-18,NSE-F&O - Z,Book Voucher,13857.049826,0.0,2664207.120807,Trades
745,Span margin blocked for NSE F&O,2024-01-18,NSE-F&O - Z,Delivery Voucher,78330.0,0.0,2585877.120807,Trades
746,Exposure margin blocked for NSE F&O,2024-01-18,NSE-F&O - Z,Delivery Voucher,322911.75,0.0,2262965.370807,Trades
748,Span margin reversed for NSE F&O,2024-01-19,NSE-F&O - Z,Delivery Voucher,0.0,78330.0,2341236.370807,Trades
749,Exposure margin reversed for NSE F&O,2024-01-19,NSE-F&O - Z,Delivery Voucher,0.0,322911.75,2664148.120807,Trades
750,Net obligation for Equity F&O,2024-01-19,NSE-F&O - Z,Book Voucher,0.0,156159.438095,2820307.558902,Trades
